Metric,Data Size,Standard Deviation
sign_time,5495.0,0.0001262260258436903
sign_time,5451.0,0.00011177270059951245
sign_time,5461.0,5.9322271114014355e-05
sign_time,5468.0,6.580171615222864e-05
sign_time,5608.0,7.638227296982775e-05
sign_time,5592.0,0.00020708479897165103
sign_time,5628.0,0.00010680236947479584
sign_time,5609.0,5.299130621285384e-05
sign_time,5415.0,2.86102294921875e-06
sign_time,5402.0,0.0
sign_time,5539.0,0.0001015902897109454
sign_time,5527.0,0.00010100043216845916
sign_time,5659.0,0.0
sign_time,5671.0,4.633071147135946e-05
sign_time,5419.0,0.0
sign_time,5660.0,9.47713851928711e-05
sign_time,5459.0,7.487149036627467e-05
sign_time,5493.0,7.971155718687738e-05
sign_time,5453.0,0.00020269502372232597
sign_time,5450.0,0.00020577434887437645
sign_time,5421.0,2.0265579223632812e-05
sign_time,5452.0,6.684556609261383e-05
sign_time,5634.0,0.00013331713749133788
sign_time,5593.0,0.0001006269586011134
sign_time,5467.0,0.00018410003402856849
sign_time,5667.0,0.0
sign_time,5666.0,0.0001246929168701172
sign_time,5668.0,0.0
sign_time,5424.0,0.00014523081826475092
sign_time,5423.0,9.51087542882396e-05
sign_time,5436.0,4.88790069091956e-05
sign_time,5460.0,0.0001288086947006645
sign_time,5437.0,8.486680039018856e-05
sign_time,5464.0,0.00020539444846511684
sign_time,5446.0,0.00024705046025069754
sign_time,5465.0,0.00010056670818978601
sign_time,5480.0,0.00012954262598525006
sign_time,5430.0,0.0
sign_time,5542.0,0.00023152723596692206
sign_time,5518.0,9.781445043430038e-05
sign_time,5447.0,2.521482349775046e-05
sign_time,5432.0,0.0
sign_time,5456.0,0.0008434684517788896
sign_time,5651.0,0.00013403403118186967
sign_time,5576.0,0.00019375223940755655
sign_time,5674.0,0.0
sign_time,5627.0,0.00012961969817935808
sign_time,5647.0,9.870529174804688e-05
sign_time,5670.0,0.0
sign_time,5625.0,4.598648029605742e-05
sign_time,5578.0,7.541346215545856e-05
sign_time,5664.0,0.0
sign_time,5636.0,0.00013665267662713688
sign_time,5491.0,0.0001564970835882871
sign_time,5624.0,0.00011181582263050859
sign_time,5494.0,7.98364903332634e-05
sign_time,5463.0,8.238231348065348e-05
sign_time,5515.0,8.605258932907191e-05
sign_time,5390.0,0.0
sign_time,5473.0,6.894570645518311e-05
sign_time,5481.0,0.00013455278540771773
sign_time,5649.0,0.00010018482314030772
sign_time,5675.0,3.3974647521972656e-05
sign_time,5614.0,5.882902951707971e-05
sign_time,5676.0,0.00023293495178222656
sign_time,5633.0,7.188637874877878e-05
sign_time,5630.0,0.0001917166605497374
sign_time,5653.0,8.59640789928032e-05
sign_time,5489.0,0.00013631975297558513
sign_time,5637.0,0.00023101689487867053
sign_time,5644.0,0.0001348257064819336
sign_time,5639.0,0.00017147803155108474
sign_time,5418.0,0.0001009499964130073
sign_time,5476.0,9.088771515576197e-05
sign_time,5478.0,5.572260399440562e-05
sign_time,5650.0,0.00015024801151432643
sign_time,5629.0,0.00011192640685639651
sign_time,5438.0,6.599750124972723e-05
sign_time,5440.0,6.955070336141473e-05
sign_time,5340.0,0.0
sign_time,5425.0,0.0
sign_time,5428.0,8.986443783998622e-05
sign_time,5372.0,0.0
sign_time,5455.0,9.423776512196512e-05
sign_time,5429.0,0.00015461444854736328
sign_time,5433.0,1.0967254638671875e-05
sign_time,5407.0,0.0
sign_time,5416.0,2.0800142285346178e-05
sign_time,5417.0,9.34600830078125e-05
sign_time,5502.0,0.00010422553888305898
sign_time,5408.0,0.0
sign_time,5449.0,7.11966691049148e-05
sign_time,5404.0,6.461143493652344e-05
sign_time,5693.0,0.0
sign_time,5665.0,6.699562072753906e-05
sign_time,5657.0,0.0
sign_time,5397.0,4.076957702636719e-05
sign_time,5469.0,5.7375499173267986e-05
sign_time,5646.0,1.1324882507324219e-05
sign_time,5713.0,0.0
sign_time,5692.0,0.0
sign_time,5632.0,9.814240971594605e-05
sign_time,5652.0,9.807111892326553e-05
sign_time,5678.0,0.0001277923583984375
sign_time,5618.0,0.00011341882516814397
sign_time,5504.0,0.00011544527958299443
sign_time,5422.0,0.0
sign_time,5399.0,6.794929504394531e-06
sign_time,5431.0,5.412101745605469e-05
sign_time,5697.0,8.285045623779297e-05
sign_time,5708.0,0.0
sign_time,5640.0,6.123691976453016e-05
sign_time,5682.0,0.0
sign_time,5420.0,5.6624412536621094e-05
sign_time,5641.0,0.0
sign_time,5711.0,0.0
sign_time,5669.0,3.165554743312612e-05
sign_time,5648.0,0.0001913309097290039
sign_time,5718.0,0.0
sign_time,5684.0,2.4437904357910156e-05
sign_time,5698.0,0.0
sign_time,5655.0,8.475780487060547e-05
sign_time,5663.0,0.0001133891959016624
sign_time,5688.0,0.0
sign_time,5393.0,0.0
sign_time,5411.0,0.00013439271797642692
sign_time,5426.0,0.0
sign_time,5414.0,0.0
sign_time,5385.0,0.0
sign_time,5391.0,0.0
sign_time,5403.0,6.025416084303301e-05
sign_time,5405.0,0.0
sign_time,5679.0,0.0
sign_time,5681.0,4.7087669372558594e-05
sign_time,5654.0,0.0
sign_time,5662.0,0.0
sign_time,5645.0,4.8041343688964844e-05
sign_time,5406.0,0.0
sign_time,5454.0,0.0
sign_time,5444.0,0.0
verify_time,4426.0,0.0
verify_time,64968.0,0.0
verify_time,48146.0,0.0
verify_time,4380.0,0.0
verify_time,9163.0,0.0
verify_time,66615.0,0.0
verify_time,17493.0,0.0
verify_time,3654.0,0.0
verify_time,4374.0,0.0
verify_time,20400.0,7.154226108437499e-05
verify_time,5499.0,0.00013247806738169723
verify_time,5466.0,0.00018156392485060144
verify_time,5413.0,0.00020420551300048828
verify_time,5521.0,0.00015762356796194063
verify_time,5445.0,0.0001748304924241951
verify_time,5470.0,7.546887237621493e-05
verify_time,5498.0,0.00018705363069263146
verify_time,5484.0,9.428282531035442e-05
verify_time,5448.0,0.0001294911766819715
verify_time,5497.0,0.00011849159689069838
verify_time,5441.0,0.00018088411377377206
verify_time,5588.0,0.00017578813960219216
verify_time,5544.0,0.00017769626292929346
verify_time,5435.0,5.73858986558574e-05
verify_time,5562.0,0.00015699089001905764
verify_time,5595.0,0.00022997629362068238
verify_time,5442.0,0.0002256129964649368
verify_time,5547.0,0.00014881816068792187
verify_time,5496.0,0.00015134288349364698
verify_time,5485.0,0.00013626092419126985
verify_time,5560.0,0.00012489340339172017
verify_time,5572.0,0.00014132462806047723
verify_time,5550.0,0.00015461552850438748
verify_time,5510.0,0.00014819071377982537
verify_time,5555.0,0.0001304408987434763
verify_time,5529.0,0.00015343908368732522
verify_time,5577.0,0.00014979909399535438
verify_time,5606.0,9.26514958040324e-05
verify_time,5556.0,0.0001352192244905074
verify_time,5570.0,0.00012989254791260414
verify_time,5610.0,0.00015480875627309605
verify_time,5524.0,0.00023944823134545632
verify_time,5512.0,0.00011490498125704464
verify_time,5503.0,0.00013134371110832602
verify_time,5534.0,0.00012691406131124495
verify_time,5622.0,0.00015451394998858747
verify_time,5602.0,0.00012267294861348352
verify_time,5492.0,0.00012613426488246717
verify_time,5605.0,0.00015469087066438125
verify_time,5561.0,0.00014848858595826314
verify_time,5443.0,0.00015366609925187191
verify_time,5516.0,0.00011459813625948688
verify_time,5568.0,0.00014991822574617425
verify_time,5508.0,0.00010618981869575336
verify_time,5479.0,0.00015219180012285041
verify_time,5589.0,0.00017023093968285025
verify_time,5611.0,0.0001714911606230762
verify_time,5557.0,0.00010689442952869123
verify_time,5540.0,0.00019163399537721292
verify_time,5623.0,0.0001804854364686393
verify_time,5579.0,0.00012076093788905665
verify_time,5616.0,8.668315236464878e-05
verify_time,5536.0,0.00014912718720094898
verify_time,5552.0,0.00015358380973218402
verify_time,5600.0,0.00016836823566991193
verify_time,5543.0,0.00010428572811658917
verify_time,5537.0,0.00016288012884085182
verify_time,5575.0,9.292575459472584e-05
verify_time,5615.0,0.00022836291535894673
verify_time,5617.0,0.00017728211231221485
verify_time,5531.0,0.00015860568526723613
verify_time,5553.0,9.470930774875915e-05
verify_time,5574.0,0.00015699294984413719
verify_time,5533.0,0.0001689271692261948
verify_time,5619.0,0.0003061518193860594
verify_time,5594.0,0.00015201066836995292
verify_time,5591.0,0.00014909077312771161
verify_time,5583.0,0.00016576634566424302
verify_time,5643.0,0.00024597821562480344
